"mesh_term_lower","n_pmids","prop_total"
adapalene,466,0.000012119279089104580848
"adapalene, benzoyl peroxide drug combination",18,0.000000468126660094168359
"adaptation, biological",10846,0.00028207231974340833
"adaptation, ocular",5927,0.00015414370635434088
"adaptation, physiological",84079,0.00218664563633653230
"adaptation, psychological",108409,0.00281939683856381653
adaptive clinical trials as topic,552,0.000014355884242887829674
adaptive immunity,11334,0.00029476375363929468
adaptor protein complex 1,374,0.000009726631715289942569
adaptor protein complex 2,665,0.000017294679386812331039
adaptor protein complex 3,316,0.000008218223588319844524
adaptor protein complex 4,76,0.000001976534787064266404
adaptor protein complex alpha subunits,367,0.000009544582458586654874
adaptor protein complex beta subunits,202,0.000005253421407723444917
adaptor protein complex delta subunits,42,0.000001092295540219726171
adaptor protein complex gamma subunits,107,0.000002782752923893111912
adaptor protein complex mu subunits,155,0.000004031090684144227535
adaptor protein complex sigma subunits,80,0.000002080562933751859373
adaptor protein complex subunits,27,0.000000702189990141252538
"adaptor proteins, signal transducing",45837,0.00119208453992979973
"adaptor proteins, vesicular transport",5286,0.00013747319584765411
addiction medicine,285,0.000007412005451490999017
addison disease,4853,0.00012621214896872217
adenine,22947,0.00059678347051004896
adenine nucleotides,16939,0.00044053319418528432
adenine nucleotide translocator 1,223,0.000005799569177833308002
adenine nucleotide translocator 2,89,0.000002314626263798943553
adenine nucleotide translocator 3,36,0.000000936253320188336718
adenine phosphoribosyltransferase,1067,0.000027749508128915424389
adenocarcinoma,168254,0.00437578794819356684
"adenocarcinoma, bronchiolo-alveolar",2653,0.000068996668290546036460
"adenocarcinoma, clear cell",3903,0.00010150546413041884
"adenocarcinoma, follicular",4565,0.00011872212240721548
adenocarcinoma in situ,318,0.000008270237661663641008
"adenocarcinoma, mucinous",10786,0.00028051189754309444
adenocarcinoma of lung,12887,0.00033515268159075265
"adenocarcinoma, papillary",4100,0.00010662885035478279
"adenocarcinoma, scirrhous",1418,0.000036877978000751707388
"adenocarcinoma, sebaceous",596,0.000015500193856451352329
adenofibroma,2167,0.000056357248468003490768
adenoidectomy,5283,0.00013739517473763841
adenoids,3757,0.000097708436776321695809
adenolymphoma,1861,0.000048399095246402628666
adenoma,54506,0.00141753954083848559
"adenoma, acidophil",487,0.000012665426859214443934
"adenoma, basophil",162,0.000004213139940847515231
"adenoma, bile duct",1756,0.000045668356395853313239
"adenoma, chromophobe",1445,0.000037580167990892959926
"adenoma, islet cell",4609,0.00011986643202077900
"adenoma, liver cell",1088,0.000028295655899025287474
"adenoma, oxyphilic",2390,0.000062156817645836798771
"adenoma, pleomorphic",5073,0.00013193369703653978
"adenoma, sweat gland",1124,0.000029231909219213624192
adenomatoid tumor,344,0.000008946420615132995304
"adenomatosis, pulmonary",180,0.000004681266600941683589
adenomatous polyposis coli,6383,0.00016600291507672648
adenomatous polyposis coli protein,2342,0.000060908479885585683147
adenomatous polyps,2126,0.000055290959964455662840
"adenoma, villous",864,0.000022470079684520081229
adenomyoepithelioma,116,0.000003016816253940196091
adenomyoma,570,0.000014824010902981998033
adenomyosis,1525,0.000039660730924644819299
adenophorea,27,0.000000702189990141252538
adenosarcoma,394,0.000010246772448727907412
adenosine,34648,0.00090109180660793029
adenosine-5'-(n-ethylcarboxamide),1210,0.000031468514372996873018
adenosine a1 receptor agonists,503,0.000013081539445964815808
adenosine a1 receptor antagonists,670,0.000017424714570171822250
adenosine a2 receptor agonists,903,0.000023484354114724112674
adenosine a2 receptor antagonists,1374,0.000035733668387188184733
adenosine a3 receptor agonists,285,0.000007412005451490999017
adenosine a3 receptor antagonists,249,0.000006475752131302662299
adenosine deaminase,7514,0.00019541687355264339
adenosine deaminase inhibitors,920,0.000023926473738146382790
adenosine diphosphate,24244,0.00063051459707350098
adenosine diphosphate glucose,144,0.000003745013280753346872
adenosine diphosphate ribose,3429,0.000089178128747939072379
adenosine diphosphate sugars,99,0.000002574696630517925974
adenosine kinase,839,0.000021819903767722625175
adenosine monophosphate,11782,0.00030641490606830509
adenosine phosphosulfate,109,0.000002834766997236908396
adenosine triphosphatases,46047,0.00119754601763089836
adenosine triphosphate,111629,0.00290313949664732887
adenosylhomocysteinase,796,0.000020701601190831000762
adenosylmethionine decarboxylase,1033,0.000026865268882070884155
adenoviridae,29330,0.00076278638558677544
adenoviridae infections,6284,0.00016342821844620855
adenovirus e1a proteins,1739,0.000045226236772431043122
adenovirus e1b proteins,520,0.000013523659069387085925
adenovirus e1 proteins,206,0.000005357449554411037886
adenovirus e2 proteins,184,0.000004785294747629276558
adenovirus e3 proteins,310,0.000008062181368288455071
adenovirus e4 proteins,342,0.000008894406541789198820
adenovirus early proteins,746,0.000019401249357236088654
"adenoviruses, canine",385,0.000010012709118680823233
"adenoviruses, human",7933,0.00020631382191816876
"adenoviruses, porcine",42,0.000001092295540219726171
"adenoviruses, simian",344,0.000008946420615132995304
"adenovirus infections, human",2753,0.000071597371957735860676
adenovirus vaccines,229,0.000005955611397864697455
adenylate cyclase toxin,1728,0.000044940159369040162459
adenylate kinase,3578,0.000093053177212051910461
adenylosuccinate lyase,270,0.000007021899901412525384
adenylosuccinate synthase,216,0.000005617519921130020307
adenylyl cyclase inhibitors,2908,0.000075628462641880088212
adenylyl cyclases,21656,0.00056320838616662833
adenylyl imidodiphosphate,1105,0.000028737775522447557591
adherence interventions,1,0.000000026007036671898242
adherens junctions,2360,0.000061376606545679851506
"adhesins, bacterial",6895,0.00017931851785273838
"adhesins, escherichia coli",1442,0.000037502146880877265200
adhesiveness,7931,0.00020626180784482496
adhesives,8643,0.00022477881795521651
adiantum,115,0.000002990809217268297849
adie syndrome,347,0.000009024441725148690031
adipates,1417,0.000036851970964079809146
adipocytes,26218,0.00068185248746382811
"adipocytes, beige",383,0.000009960695045337026749
"adipocytes, brown",1336,0.000034745400993656051531
"adipocytes, white",1006,0.000026163078891929631617
adipogenesis,9770,0.00025408874828444583
adipokines,6631,0.00017245266017135724
adiponectin,14857,0.00038638654383439218
adipose tissue,92471,0.00240489668808710235
"adipose tissue, beige",305,0.000007932146184928963860
"adipose tissue, brown",9955,0.00025890005006874700
"adipose tissue, white",5150,0.00013393623886027595
adiposis dolorosa,185,0.000004811301784301174800
adiposity,16549,0.00043039044988324401
adjustment disorders,4351,0.00011315661655942925
"adjuvants, anesthesia",3151,0.000081948172553151361057
"adjuvants, immunologic",42492,0.00110509100226230011
"adjuvants, pharmaceutic",2037,0.000052976333700656719287
"adjuvants, vaccine",346,0.000008998434688476791789
"administration, buccal",1107,0.000028789789595791354075
"administration, cutaneous",25885,0.00067319214425208600
"administration, inhalation",35322,0.00091862054932478971
"administration, intranasal",17296,0.00044981770627715200
"administration, intravaginal",5483,0.00014259658207201806
"administration, intravenous",13329,0.00034664779179973167
"administration, intravesical",4886,0.00012707038117889481
"administration, metronomic",483,0.000012561398712526850965
"administration, mucosal",302,0.000007854125074913269133
"administration, ophthalmic",1799,0.000046786658972744937652
"administration, oral",158632,0.00412554824133656195
"administration, rectal",2675,0.000069568823097327797788
"administration, sublingual",3206,0.000083378559570105764376
"administration, topical",41449,0.00107796566301351024
"administrative claims, healthcare",730,0.000018985136770485716779
administrative personnel,13419,0.00034898842510020251
"admitting department, hospital",791,0.000020571566007471509551
adnexal diseases,2540,0.000066057873146621535096
adnexa uteri,1637,0.000042573519031897422422
adolescent,2310806,0.06009721638364248938
adolescent behavior,36135,0.00093976427013904298
adolescent development,5511,0.00014332477909883121
adolescent fathers,3,0.000000078021110015694726
adolescent health,2155,0.000056045164027940711863
adolescent health services,6017,0.00015648433965481172
"adolescent, hospitalized",507,0.000013185567592652408777
"adolescent, institutionalized",154,0.000004005083647472329293
adolescent medicine,1592,0.000041403202381662001524
adolescent mothers,100,0.000002600703667189824216
adolescent nutritional physiological phenomena,1670,0.000043431751242070064413
adolescent psychiatry,3191,0.000082988454020027290744
adonis,99,0.000002574696630517925974
adoption,4982,0.00012956705669939704
adoptive transfer,9241,0.00024033102588501166
adosterol,131,0.000003406921804018669723
ado-trastuzumab emtansine,698,0.000018152911596984973030
adoxaceae,8,0.000000208056293375185937
adp ribose transferases,3219,0.000083716651046840441525
adp-ribosylation,354,0.000009206490981851977726
adp-ribosylation factor 1,836,0.000021741882657706930449
adp-ribosylation factor 6,780,0.000020285488604080628888
adp-ribosylation factors,2499,0.000064991584643073707167
adp-ribosyl cyclase,1498,0.000038958540934503566761
adp-ribosyl cyclase 1,3395,0.000088293889501094532145
adrenal cortex,18404,0.00047863350290961525
adrenal cortex diseases,1725,0.000044862138259024467732
adrenal cortex function tests,1161,0.000030194169576073859152
adrenal cortex hormones,72248,0.00187895638547130420
adrenal cortex neoplasms,6320,0.00016436447176639689
adrenalectomy,21187,0.00055101108596750806
adrenal gland diseases,5627,0.00014634159535277141
adrenal gland neoplasms,25442,0.00066167102700643508
adrenal glands,44663,0.00116155227887699119
"adrenal hyperplasia, congenital",7481,0.00019455864134247075
adrenal insufficiency,7910,0.00020571566007471510
adrenal medulla,9639,0.00025068182648042716
adrenal rest tumor,281,0.000007307977304803406048
adrenarche,209,0.000005435470664426732612
adrenergic agents,2838,0.000073807970074847211260
adrenergic agonists,1939,0.000050427644106810691555
adrenergic alpha-1 receptor agonists,899,0.000023380325968036519705
adrenergic alpha-1 receptor antagonists,2591,0.000067384232016888345446
adrenergic alpha-2 receptor agonists,2501,0.000065043598716417503651
adrenergic alpha-2 receptor antagonists,1280,0.000033289006940029749969
adrenergic alpha-agonists,11075,0.00028802793114127303
adrenergic alpha-antagonists,14535,0.00037801227802604095
adrenergic antagonists,1316,0.000034225260260218086687
adrenergic beta-1 receptor agonists,413,0.000010740906145493974014
adrenergic beta-1 receptor antagonists,1367,0.000035551619130484897038
adrenergic beta-2 receptor agonists,3613,0.000093963423495568348937
adrenergic beta-2 receptor antagonists,523,0.000013601680179402780652
adrenergic beta-3 receptor agonists,834,0.000021689868584363133964
adrenergic beta-3 receptor antagonists,171,0.000004447203270894599410
adrenergic beta-agonists,17890,0.00046526588606025955
adrenergic beta-antagonists,42441,0.00110376464339203330
adrenergic fibers,3391,0.000088189861354406939177
adrenergic neurons,576,0.000014980053123013387486
adrenergic uptake inhibitors,3363,0.000087461664327593788396
adrenochrome,646,0.000016800545690046264438
adrenocortical adenoma,1569,0.000040805040538208341955
adrenocortical carcinoma,2245,0.000058385797328411553657
adrenocortical hyperfunction,2760,0.000071779421214439148371
adrenocorticotropic hormone,50208,0.00130576129722266694
adrenodoxin,537,0.000013965778692809356042
adrenogenital syndrome,711,0.000018491003073719650178
adrenoleukodystrophy,1982,0.000051545946683702315968
adrenomedullin,3225,0.000083872693266871830978
adsorption,82627,0.00214888341908893606
adult,5721222,0.14879203036207100483
adult children,1976,0.000051389904463670926515
adult day care centers,164,0.000004265154014191311715
adult germline stem cells,374,0.000009726631715289942569
adult stem cells,5175,0.00013458641477707340
adult survivors of child abuse,2902,0.000075472420421848698759
adult survivors of child adverse events,845,0.000021975945987754014628
advance care planning,4755,0.00012366345937487614
advanced cardiac life support,1098,0.000028555726265744269896
advance directive adherence,533,0.000013861750546121763073
advance directives,6791,0.00017661378603886096
advanced oxidation protein products,469,0.000012197300199120275575
advanced practice nursing,2378,0.000061844733205774019865
advanced trauma life support care,202,0.000005253421407723444917
adventitia,624,0.000016228390883264503110
adverse childhood experiences,4775,0.00012418360010831411
adverse drug reaction reporting systems,9750,0.00025356860755100786
adverse outcome pathways,418,0.000010870941328853465224
advertising,16098,0.00041866127634421790
advisory committees,11023,0.00028667556523433432
aedes,19069,0.00049592818229642758
aegilops,219,0.000005695541031145715034
aegle,207,0.000005383456591082936128
aequorin,1195,0.000031078408822918399385
aerobiosis,14835,0.00038581438902761042
aerococcaceae,30,0.000000780211100156947265
aerococcus,158,0.000004109111794159922262
aeromonadaceae,61,0.000001586429236985792772
aeromonadales,1,0.000000026007036671898242
aeromonas,3824,0.000099450908233338878034
aeromonas caviae,104,0.000002704731813877417185
aeromonas hydrophila,2859,0.000074354117844957074346
aeromonas salmonicida,516,0.000013419630922699492956
aeromonas veronii,219,0.000005695541031145715034
aerophagy,296,0.000007698082854881879680
aeropyrum,196,0.000005097379187692055464
aerosolized particles and droplets,43,0.000001118302576891624413
aerosol propellants,728,0.000018933122697141920295
aerosols,36000,0.00093625332018833672
aerospace medicine,15327,0.00039860985107018436
aesculus,487,0.000012665426859214443934
afatinib,1104,0.000028711768485775659349
affect,36361,0.00094564186042689198
"affective disorders, psychotic",2322,0.000060388339152147718304
affective symptoms,14237,0.00037026218109781527
afferent loop syndrome,389,0.000010116737265368416202
afferent pathways,17290,0.00044966166405712061
affinity labels,6745,0.00017541746235195364
afghan campaign 2001-,3220,0.000083742658083512339767
afghanistan,4007,0.00010421019594429626
afibrinogenemia,2594,0.000067462253126904040172
afipia,29,0.000000754204063485049023
aflatoxin b1,5451,0.00014176435689851732
aflatoxin m1,772,0.000020077432310705442950
aflatoxin poisoning,6,0.000000156042220031389453
aflatoxins,7796,0.00020275085789411870
africa,34519,0.00089773689887725542
"africa, central",1430,0.000037190062440814486294
"africa, eastern",4588,0.00011932028425066914
african horse sickness,397,0.000010324793558743602139
african horse sickness virus,382,0.000009934688008665128506
"africa, northern",5156,0.00013409228108030734
african people,143,0.000003719006244081448629
african swine fever,1919,0.000049907503373372726712
